# id	left	top	right	bottom	texture_id
[SPRITES]
#BIG BUSH
#TOP LEFT
40011	307	307	322	322	10
#TOP RIGHT
40012	324	307	339	322	10
#BOTTOM LEFT
40013	307	324	322	339	10
#BOTTOM RIGHT
40014	324	324	339	339	10
#MIDDLE
40015	341	324	356	339	10
#TOP LEFT FULL
40016	307	341	322	356	10
#TOP RIGHT FULL
40017	324	341	339	356	10

#SMALL BUSH
40021	375	324	390	339	10

#BLACK AREA
40031	698	35	713	50	10
40032	698	86	713	101	10

#CLOUD
40041	715	1	730	16	10
40042	732	1	747	16	10
40043	749	1	764	16	10
40044	715	18	730	33	10
40045	732	18	747	33	10
40046	749	18	764	33	10

#BIG BUSH BLACK
#TOP LEFT
40051	715	69	730	84	10
#TOP RIGHT
40052	732	69	747	84	10
#BOTTOM LEFT
40053	715	86	730	101	10
#BOTTOM RIGHT
40054	732	86	747	101	10
#MIDDLE
40055	689	35	713	50	10

#SHAPED CLOUD
40061	800	86	815	101	10
40062	817	86	832	101	10
40063	834	86	849	101	10

#CARD FRAME
40071	650	106	675	131	10

# ani_id	sprite1_id	time1	sprite2_id	time2	...
#[ANIMATIONS]
#10000	20001	1000
